model,tensor_name,layer_type,layer_index,shape,n_params,var_total,rho2_pct,var_row_pct,var_col_pct,row_dominance,svd_r1_pct,compression_gain_bpp,svd_to_cw_ratio,rho2_hadamard_pct,hadamard_ratio,rho2_actweight_pct,actweight_change_pct,time_sec
gemma3-4b,language_model.model.embed_tokens.weight,embedding,-1,4096x2560,10485760,0.00036889585317112505,2.857162017220294,0.037431592514032365,2.8197266071092564,1.310098702933833,3.808531547756888,0.02091023012309287,1.3329771027343325,,,,,0.56
gemma3-4b,language_model.model.layers.0.mlp.down_proj.weight,mlp_down,0,2560x4096,10485760,9.05680499272421e-05,0.06141757055067032,0.022110160252535677,0.039337040419128125,35.98237187513037,2.724162482688719,0.00044317022841337144,44.35477434655687,,,,,0.33
gemma3-4b,language_model.model.layers.0.mlp.gate_proj.weight,mlp_gate,0,4096x2560,10485760,0.0003848487394861877,0.6299788055963651,0.03894952693524469,0.5910065877456326,6.182895288662403,0.7268487092394693,0.004558711074888721,1.1537669248275788,,,,,0.37
gemma3-4b,language_model.model.layers.0.mlp.up_proj.weight,mlp_up,0,4096x2560,10485760,0.00038559664972126484,0.06469167484338678,0.03974285795154351,0.02489366458671409,61.486689553913074,0.302357928409569,0.00046680279997660237,4.6738305839438015,,,,,0.34
gemma3-4b,language_model.model.layers.0.self_attn.k_proj.weight,attn_k,0,1024x2560,2621440,0.0006944636697880924,0.13336076933683216,0.03918772576816969,0.09419267173991758,29.3804235857024,3.1695300220219935,0.000962636635435093,23.766584714404605,,,,,0.19
gemma3-4b,language_model.model.layers.0.self_attn.o_proj.weight,attn_o,0,2560x2048,5242880,0.00038625282468274236,0.0941337203668624,0.05459084658566718,0.03954147938002099,57.99372959886904,2.5636300007551127,0.0006793510571697005,27.233917779558826,,,,,0.37
gemma3-4b,language_model.model.layers.0.self_attn.q_proj.weight,attn_q,0,2048x2560,5242880,0.0002197208523284644,0.0895417489066519,0.04025893588220511,0.0493369249190283,44.933923869004104,6.226225498945215,0.0006461965365354382,69.53432979554725,,,,,0.26
gemma3-4b,language_model.model.layers.0.self_attn.v_proj.weight,attn_v,0,1024x2560,2621440,0.0006944593624211848,0.13658855990346108,0.03954913596850099,0.09701466347360733,28.960190130962577,0.9357077585235074,0.000985951692074148,6.850557317427263,,,,,0.17
gemma3-4b,language_model.model.layers.1.mlp.down_proj.weight,mlp_down,1,2560x4096,10485760,5.624375262414105e-05,0.06897080335170891,0.02562675257619744,0.04341485238029478,37.117840166587364,3.0658735023310735,0.0004976908302261071,44.45175861874472,,,,,0.33
gemma3-4b,language_model.model.layers.1.mlp.gate_proj.weight,mlp_gate,1,4096x2560,10485760,0.0004260278365109116,1.1555446859775498,0.03942345213902592,1.116094728656963,3.4117552448953017,1.2610528125979403,0.008384027366385273,1.091305968432657,,,,,0.33
gemma3-4b,language_model.model.layers.1.mlp.up_proj.weight,mlp_up,1,4096x2560,10485760,0.00042653726995922625,0.061621037917714006,0.03819232462265217,0.02351560682768742,61.892083764609794,0.27758446980831186,0.00044463883869933174,4.5047029259550255,,,,,0.52
gemma3-4b,language_model.model.layers.1.self_attn.k_proj.weight,attn_k,1,1024x2560,2621440,0.0005194781115278602,0.14508268525326162,0.044671661939919546,0.10044223106339288,30.78386294749866,2.275865148010281,0.001047310269439805,15.68667649097787,,,,,0.17
gemma3-4b,language_model.model.layers.1.self_attn.o_proj.weight,attn_o,1,2560x2048,5242880,0.00014135465607978404,0.09043817786168473,0.05136771763237174,0.03902521017611201,56.8271422087411,1.581803230419243,0.000652668728898658,17.490436758228782,,,,,0.33
gemma3-4b,language_model.model.layers.1.self_attn.q_proj.weight,attn_q,1,2048x2560,5242880,0.0002937095414381474,0.0885472864408654,0.04111627967680488,0.0475608356632817,46.36628009280566,1.104274257269544,0.0006390166128681385,12.47101183622394,,,,,0.37
gemma3-4b,language_model.model.layers.1.self_attn.v_proj.weight,attn_v,1,1024x2560,2621440,0.0005194832920096815,0.1365879129221259,0.04059317454008026,0.09603676775530819,29.71030643657848,0.41188303019962236,0.0009859470187070646,3.015515951506287,,,,,0.32
gemma3-4b,language_model.model.layers.10.mlp.down_proj.weight,mlp_down,10,2560x4096,10485760,2.8774074962711893e-05,0.06290017868075815,0.024293783379173026,0.03865653925389957,38.59199184852096,0.5517527090662666,0.00045387163727318887,8.77187824642943,,,,,0.43
gemma3-4b,language_model.model.layers.10.mlp.gate_proj.weight,mlp_gate,10,4096x2560,10485760,0.0003909509687218815,0.521016457041934,0.039326904483002384,0.4817154842602602,7.547736102211877,0.7708222997846126,0.0037681642182694993,1.4794586415963689,,,,,0.35
gemma3-4b,language_model.model.layers.10.mlp.up_proj.weight,mlp_up,10,4096x2560,10485760,0.0003907557693310082,0.06165526587957881,0.03805744900285381,0.023653122924660326,61.67087391048081,0.3042756121313439,0.00044488589353361695,4.935111507355039,,,,,0.43
gemma3-4b,language_model.model.layers.10.self_attn.k_proj.weight,attn_k,10,1024x2560,2621440,0.001079111942090094,0.12747180241956535,0.035714107277727246,0.09176875712484416,28.014829636199227,1.9806977215173993,0.0009201012455095552,15.53832050635056,,,,,0.16
gemma3-4b,language_model.model.layers.10.self_attn.o_proj.weight,attn_o,10,2560x2048,5242880,0.00024322475655935705,0.08143935382670664,0.041358180062616226,0.04019918722334282,50.7105384086331,3.3093790449565175,0.0005877001015727573,40.63611619510743,,,,,0.26
