model,tensor_name,layer_type,layer_index,shape,n_params,var_total,rho2_pct,var_row_pct,var_col_pct,row_dominance,svd_r1_pct,compression_gain_bpp,svd_to_cw_ratio,rho2_hadamard_pct,hadamard_ratio,rho2_actweight_pct,actweight_change_pct,time_sec
gemma3-1b,model.layers.20.self_attn.v_proj.weight,attn_v,20,256x1152,294912,0.002367932116612792,0.47886022986195487,0.08821672641460224,0.3906221193387617,18.423051345345556,2.041310614127967,0.003462543398581756,4.262852679823574,,,,,0.01
gemma3-1b,model.layers.21.mlp.down_proj.weight,mlp_down,21,1152x6912,7962624,0.00010978771751979366,0.10492998625697414,0.014411739138101197,0.09049791542736221,13.73728585590595,0.7108254950500159,0.0007573072447826216,6.774283695312798,,,,,0.31
gemma3-1b,model.layers.21.mlp.gate_proj.weight,mlp_gate,21,6912x1152,7962624,0.0009401378338225186,0.918673220878996,0.08579498541964821,0.8328290247405109,9.339510449404663,1.158186195756894,0.006657453660009877,1.2607161822445738,,,,,0.32
gemma3-1b,model.layers.21.mlp.up_proj.weight,mlp_up,21,6912x1152,7962624,0.0009401391143910587,0.10548886983454686,0.09061380002084331,0.01487296570916747,85.90063350009778,0.2560413167010722,0.000761342983589457,2.42718797824508,,,,,0.54
gemma3-1b,model.layers.21.self_attn.k_proj.weight,attn_k,21,256x1152,294912,0.0016268342733383179,0.48907287611632544,0.09143349429358326,0.39763908132907316,18.695281406277157,6.805201259033122,0.003536570334785453,13.914493302250753,,,,,0.02
gemma3-1b,model.layers.21.self_attn.o_proj.weight,attn_o,21,1152x1024,1179648,0.0005192110547795892,0.1601349240995864,0.07146031235306859,0.08868018977141816,44.62350960877981,8.091886433520957,0.0011560551756362534,50.53167807722373,,,,,0.06
gemma3-1b,model.layers.21.self_attn.q_proj.weight,attn_q,21,1024x1152,1179648,0.0004632024501916021,0.2104487350864881,0.1033809545473395,0.10706833277151259,49.123927129630445,8.05069655675913,0.0015196663531195555,38.25490589644331,,,,,0.1
gemma3-1b,model.layers.21.self_attn.v_proj.weight,attn_v,21,256x1152,294912,0.0016268860781565309,0.4669676121631383,0.08401528503088943,0.3829608105671297,17.99134598598623,1.0544101895309854,0.0033763486687165764,2.2579942635563772,,,,,0.02
gemma3-1b,model.layers.22.mlp.down_proj.weight,mlp_down,22,1152x6912,7962624,0.00010298946290276945,0.10178198661595639,0.01483968377570177,0.08701932354938945,14.568847827408849,0.5288486588257979,0.0007345757330485763,5.195896409658899,,,,,0.28
gemma3-1b,model.layers.22.mlp.gate_proj.weight,mlp_gate,22,6912x1152,7962624,0.0007921865908429027,0.7997259593956141,0.08770580685389173,0.7119906683758935,10.967386948740808,1.1492797933448928,0.005791994413438248,1.4370920186377982,,,,,0.31
